unique_ID,smiles,InChI,pka_type,pka_value,T,remarks,method,assessment,ref,ref_remarks,entry_remarks,original_IUPAC_names,name_contributors,num_name_contributors,original_IUPAC_nicknames,source,pressure,acidity_label,original_T,cosolvent,data_source,chembl_id,units,mol_hash
perrin1200,CNCc1ccccn1,"InChI=1S/C7H10N2/c1-8-6-7-4-2-3-5-9-7/h2-5,8H,6H2,1H3",pKaH1,9.3,10,,G28,Approximate,R12,Thermodynamic quantities are derived from the results,,"pyridine, 2-methylaminomethyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,dde9d79c
perrin1201,CN(C(=O)c1ccccc1)c1ccccn1,"InChI=1S/C13H12N2O/c1-15(12-9-5-6-10-14-12)13(16)11-7-3-2-4-8-11/h2-10H,1H3",pKaH1,1.44,not_stated,C=3x10-5,O,Uncertain,J19,,,"pyridine, 2-(N-methylbenzamido)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,f4e834dd
perrin1202,CN(C(=O)c1ccccc1)c1cccnc1,"InChI=1S/C13H12N2O/c1-15(12-8-5-9-14-10-12)13(16)11-6-3-2-4-7-11/h2-10H,1H3",pKaH1,3.66,not_stated,C=9x10-5,O,Uncertain,J19,,,"pyridine, 3-(N-methylbenzamido)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,7e6560e9
perrin1203,CN(C(=O)c1ccccc1)c1ccncc1,"InChI=1S/C13H12N2O/c1-15(12-7-9-14-10-8-12)13(16)11-5-3-2-4-6-11/h2-10H,1H3",pKaH1,4.68,not_stated,C=0.01,E,Uncertain,J19,,,"pyridine, 4-(N-methylbenzamido)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,03621904
perrin1204,CN(c1ccccn1)S(C)(=O)=O,"InChI=1S/C7H10N2O2S/c1-9(12(2,10)11)7-5-3-4-6-8-7/h3-6H,1-2H3",pKaH1,1.73,,"C=6x10-5, temp. and ionic strength not stated",O,Uncertain,J21,,,"pyridine, 2-(N-methylmethanesulphonamido)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,5391ec59
perrin1205,CN(c1cccnc1)S(C)(=O)=O,"InChI=1S/C7H10N2O2S/c1-9(12(2,10)11)7-4-3-5-8-6-7/h3-6H,1-2H3",pKaH1,3.94,not_stated,C=004,E,Uncertain,J21,,,"pyridine, 3-(N-methylmethanesulphonamido)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,75aba4ed
perrin1206,CN(c1ccncc1)S(C)(=O)=O,"InChI=1S/C7H10N2O2S/c1-9(12(2,10)11)7-3-5-8-6-4-7/h3-6H,1-2H3",pKaH1,5.14,not_stated,C=0.01,E,Uncertain,J21,,,"pyridine, 4-(N-methylmethanesulphonamido)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,206ad283
perrin1207,CNc1cccc(C)n1,"InChI=1S/C7H10N2/c1-6-4-3-5-7(8-2)9-6/h3-5H,1-2H3,(H,8,9)",pKaH1,9.26,10,See ref. G28,E3bg,Approximate,R12,Thermodynamic quantities are derived from the results,,"pyridine, 2-methyl-6-methylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,acc4066d
perrin1208,CNc1ccncc1C,"InChI=1S/C7H10N2/c1-6-5-9-4-3-7(6)8-2/h3-5H,1-2H3,(H,8,9)",pKaH1,10.25,5.4,I between 0.0008 and 0.0057,E3bg,Approximate,E27,Thermodynamic quantities are derived from the results,,"pyridine, 3-methyl-4-methylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,ed164f7a
perrin1209,Cc1ccnc(-c2cc(C)ccn2)c1,"InChI=1S/C12H12N2/c1-9-3-5-13-11(7-9)12-8-10(2)4-6-14-12/h3-8H,1-2H3",pKaH1,5.32,25,"I=0.1(KNO3), “mixed” constant",E3bg,Approximate,Y3,,,"pyridine, 4-methyl-2,2'-(4-methylpyridyl)-",['manual_no_smiles'],1.0,,perrin,,AH,,,IUPAC_large,,,8712e18b
perrin1210,Cc1ccc(C#Cc2ccncc2)cc1,"InChI=1S/C14H11N/c1-12-2-4-13(5-3-12)6-7-14-8-10-15-11-9-14/h2-5,8-11H,1H3",pKaH1,4.7,not_stated,"In phosphate buffers, up to 2% in ethanol",O5,Uncertain,K4,,,"pyridine, 4-p-methylphenylethynyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,2% in ethanol,IUPAC_large,,,ae218b9f
perrin1211,Cc1ccc(/C=C/c2ccncc2)cc1,"InChI=1S/C14H13N/c1-12-2-4-13(5-3-12)6-7-14-8-10-15-11-9-14/h2-11H,1H3/b7-6+",pKaH1,5.94,not_stated,"In phosphate buffers, up to 2% in ethanol",O5,Uncertain,K4,,,"pyridine, trans-4-p-methylstyryl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,2% in ethanol,IUPAC_large,,,768c0a8c
perrin1212,CSc1ccccn1,"InChI=1S/C6H7NS/c1-8-6-4-2-3-5-7-6/h2-5H,1H3",pKaH1,3.59,20,C=0.01,E3bg,Approximate,A28,,,"pyridine, 2-methylthio-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,d8944a2b
perrin1213,CSc1cccnc1,"InChI=1S/C6H7NS/c1-8-6-3-2-4-7-5-6/h2-5H,1H3",pKaH1,4.42,20,C=0.01,E3bg,Approximate,A28,,,"pyridine, 3-methylthio-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,e8fd18fa
perrin1214,CSc1ccncc1,"InChI=1S/C6H7NS/c1-8-6-2-4-7-5-3-6/h2-5H,1H3",pKaH1,5.94,20,C=0.01,E3bg,Approximate,A28,,,"pyridine, 4-methylthio-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,16b70414
perrin1215,C=Cc1ccc(C)nc1,"InChI=1S/C8H9N/c1-3-8-5-4-7(2)9-6-8/h3-6H,1H2,2H3",pKaH1,5.67,25,"C=0.05 to 0.08, measured at 30+1 deg. C and corrected to 25 deg. C and zero ionic strength",E3bg,Approximate,P39,,,"pyridine, 2-methyl-5-vinyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,,IUPAC_large,,,8b98d80f
perrin1216,O=[N+]([O-])c1cccnc1,InChI=1S/C5H4N2O2/c8-7(9)5-2-1-3-6-4-5/h1-4H,pKaH1,0.92,20,"C=5x10-5, in aq. H2SO4 solutions",O6,Approximate,B115,,,"pyridine, 3-nitro-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,H2SO4,IUPAC_large,,,f342bdcc
perrin1217,O=[N+]([O-])c1cccc(-c2ccccn2)c1,InChI=1S/C11H8N2O2/c14-13(15)10-5-3-4-9(8-10)11-6-1-2-7-12-11/h1-8H,pKaH1,3.55,not_stated,"C=6x10-5, in phosphate buffers, up to 2% in ethanol",O5,Uncertain,K5,,,"pyridine, 2-m-nitrophenyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,2% in ethanol,IUPAC_large,,,766c8987
perrin1218,O=[N+]([O-])c1ccc(-c2ccccn2)cc1,InChI=1S/C11H8N2O2/c14-13(15)10-6-4-9(5-7-10)11-3-1-2-8-12-11/h1-8H,pKaH1,3.63,not_stated,"C=7x10-5, in phosphate buffers, up to 2% in ethanol",O5,Uncertain,K5,,,"pyridine, 2-p-nitrophenyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,2% in ethanol,IUPAC_large,,,7d7d5e66
perrin1219,O=[N+]([O-])c1cccc(-c2ccncc2)c1,InChI=1S/C11H8N2O2/c14-13(15)11-3-1-2-10(8-11)9-4-6-12-7-5-9/h1-8H,pKaH1,4.9,not_stated,"C=2x10-5, in phosphate buffers, up to 2% in ethanol",O5,Uncertain,K5,,,"pyridine, 4-m-nitrophenyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,2% in ethanol,IUPAC_large,,,bf94a966
perrin1220,O=[N+]([O-])c1ccc(-c2ccncc2)cc1,InChI=1S/C11H8N2O2/c14-13(15)11-3-1-9(2-4-11)10-5-7-12-8-6-10/h1-8H,pKaH1,4.87,not_stated,"C=3x10-5, in phosphate buffers, up to 2% in ethanol",O5,Uncertain,K5,,,"pyridine, 4-p-nitrophenyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,2% in ethanol,IUPAC_large,,,e5460b59
perrin1221,O=[N+]([O-])c1ccc(C#Cc2ccncc2)cc1,InChI=1S/C13H8N2O2/c16-15(17)13-5-3-11(4-6-13)1-2-12-7-9-14-10-8-12/h3-10H,pKaH1,4.31,not_stated,"In phosphate buffers, up to 2% in ethanol",O5,Uncertain,K4,,,"pyridine, 4-p-nitrophenylethynyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,2% in ethanol,IUPAC_large,,,f5984abd
perrin1222,O=[N+]([O-])c1ccc(/C=C/c2ccccn2)cc1,InChI=1S/C13H10N2O2/c16-15(17)13-8-5-11(6-9-13)4-7-12-3-1-2-10-14-12/h1-10H/b7-4+,pKaH1,5.15,not_stated,"In phosphate buffers, up to 2% in ethanol",O5,Uncertain,K4,,,"pyridine, trans-p-nitrostyryl-","['OPSIN_name1', 'manual_only_one']",2.0,,perrin,,AH,,2% in ethanol,IUPAC_large,,,aa05b43f
perrin1223,CCCCCc1ccccn1,"InChI=1S/C10H15N/c1-2-3-4-7-10-8-5-6-9-11-10/h5-6,8-9H,2-4,7H2,1H3",pKaH1,6.0,25,C=0.005,E3dg,Approximate,L50,,,"pyridine, 2-pentyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,,IUPAC_large,,,d7014540
perrin1224,c1ccc(-c2ccccn2)cc1,InChI=1S/C11H9N/c1-2-6-10(7-3-1)11-8-4-5-9-12-11/h1-9H,pKaH1,4.48,not_stated,"C=3x10-5, in phosphate buffers, up to 2% in ethanol",O5,Uncertain,K5,,,"pyridine, 2-phenyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,2% in ethanol,IUPAC_large,,,1b21e178
perrin1225,c1ccc(-c2cccnc2)cc1,InChI=1S/C11H9N/c1-2-5-10(6-3-1)11-7-4-8-12-9-11/h1-9H,pKaH1,4.8,not_stated,"C=6x10-5, in phosphate buffers, up to 2% in ethanol",O5,Uncertain,K5,,,"pyridine, 3-phenyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,2% in ethanol,IUPAC_large,,,cfe9d870
perrin1226,c1ccc(-c2ccncc2)cc1,InChI=1S/C11H9N/c1-2-4-10(5-3-1)11-6-8-12-9-7-11/h1-9H,pKaH1,5.55,not_stated,"C=3x10-4, in phosphate buffers, up to 2% in ethanol",O5,Uncertain,K5,,,"pyridine, 4-phenyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,2% in ethanol,IUPAC_large,,,f3a7a3a1
perrin1227,c1ccc(N=Nc2ccccn2)cc1,InChI=1S/C11H9N3/c1-2-6-10(7-3-1)13-14-11-8-4-5-9-12-11/h1-9H,pKaH1,2.0,,,,,F23,,,"pyridine, 2-phenylazo-",['manual_inconsistent'],1.0,,perrin,,AH,,,IUPAC_large,,,b85e8b7f
perrin1228,c1ccc(N=Nc2ccncc2)cc1,InChI=1S/C11H9N3/c1-2-4-10(5-3-1)13-14-11-6-8-12-9-7-11/h1-9H,pKaH1,3.5,,,,,F23,,,"pyridine, 4-phenylazo-",['manual_inconsistent'],1.0,,perrin,,AH,,,IUPAC_large,,,ed2e0363
perrin1229,C(#Cc1ccncc1)c1ccccc1,"InChI=1S/C13H9N/c1-2-4-12(5-3-1)6-7-13-8-10-14-11-9-13/h1-5,8-11H",pKaH1,4.62,,,O5,Uncertain,K4,,,"pyridine, 4-phenylethynyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,05591272
perrin1230,c1ccc(-c2cnc(-c3ccccn3)o2)cc1,InChI=1S/C14H10N2O/c1-2-6-11(7-3-1)13-10-16-14(17-13)12-8-4-5-9-15-12/h1-10H,pKaH1,2.31,,,O,,O10,,,"pyridine, 2-(5-phenyl-2-oxazolyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,97447cd7
perrin1231,c1ccc(-c2cnc(-c3cccnc3)o2)cc1,InChI=1S/C14H10N2O/c1-2-5-11(6-3-1)13-10-16-14(17-13)12-7-4-8-15-9-12/h1-10H,pKaH1,3.27,,,O,,O10,,,"pyridine, 3-(5-phenyl-2-oxazolyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,1582300a
perrin1232,c1ccc(-c2cnc(-c3ccncc3)o2)cc1,InChI=1S/C14H10N2O/c1-2-4-11(5-3-1)13-10-16-14(17-13)12-6-8-15-9-7-12/h1-10H,pKaH1,4.18,,,O,,O10,,,"pyridine, 4-(5-phenyl-2-oxazolyl)-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,,IUPAC_large,,,7a78e788
perrin1233,c1ccc(CCN2CCCCC2)nc1,"InChI=1S/C12H18N2/c1-4-9-14(10-5-1)11-7-12-6-2-3-8-13-12/h2-3,6,8H,1,4-5,7,9-11H2",pKaH1,9.29,25,"C=0.01, as dihydrobromide",E3dg,Uncertain,B14,,,"pyridine, 2-(piperidinoethyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,e434ba07
perrin1234,c1cncc(CCN2CCCCC2)c1,"InChI=1S/C12H18N2/c1-2-8-14(9-3-1)10-6-12-5-4-7-13-11-12/h4-5,7,11H,1-3,6,8-10H2",pKaH1,8.81,25,"C=0.01, as dihydrobromide",E3dg,Uncertain,B14,,,"pyridine, 3-(piperidinoethyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,b7ee8713
perrin1235,c1cc(CCN2CCCCC2)ccn1,"InChI=1S/C12H18N2/c1-2-9-14(10-3-1)11-6-12-4-7-13-8-5-12/h4-5,7-8H,1-3,6,9-11H2",pKaH1,9.06,25,"C=0.01, as dihydrobromide",E3dg,Uncertain,B14,,,"pyridine, 4-(piperidinoethyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,ad42b21f
perrin1236,c1ccc(CN2CCCCC2)nc1,"InChI=1S/C11H16N2/c1-4-8-13(9-5-1)10-11-6-2-3-7-12-11/h2-3,6-7H,1,4-5,8-10H2",pKaH1,8.51,25,"C=0.01, as dihydrobromide",E3dg,Uncertain,B14,,,"pyridine, 2-(piperidinomethyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,c4bee9fa
perrin1237,c1cncc(CN2CCCCC2)c1,"InChI=1S/C11H16N2/c1-2-7-13(8-3-1)10-11-5-4-6-12-9-11/h4-6,9H,1-3,7-8,10H2",pKaH1,8.3,25,"C=0.01, as dihydrobromide",E3dg,Uncertain,B14,,,"pyridine, 3-(piperidinomethyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,4482a753
perrin1238,c1cc(CN2CCCCC2)ccn1,"InChI=1S/C11H16N2/c1-2-8-13(9-3-1)10-11-4-6-12-7-5-11/h4-7H,1-3,8-10H2",pKaH1,7.88,25,"C=0.01, as dihydrobromide",E3dg,Uncertain,B14,,,"pyridine, 4-(piperidinomethyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,3e0fc7e8
perrin1239,c1ccc(C2CCCCN2)nc1,"InChI=1S/C10H14N2/c1-3-7-11-9(5-1)10-6-2-4-8-12-10/h1,3,5,7,10,12H,2,4,6,8H2",pKaH1,9.1,20,"C=0.01, I=0.01 (KCl), “mixed” constants",E,Approximate,B40,,,"pyridine, 2-(2-piperidyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,ea291217
perrin1240,CCCc1ccccn1,"InChI=1S/C8H11N/c1-2-5-8-6-3-4-7-9-8/h3-4,6-7H,2,5H2,1H3",pKaH1,5.97,25,"C=10-4, 0.05m acetate buffers",O5,Approximate,B130,,,"pyridine, 2-n-propyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,951f4e66
perrin1241,c1ccc(-c2ccccn2)nc1,InChI=1S/C10H8N2/c1-3-7-11-9(5-1)10-6-2-4-8-12-10/h1-8H,pKaH1,4.44,20,"I=0.15, concentration constant",E3bg,Approximate,H38,," Other measurements: D39, P17, S38, N8","pyridine, 2-(2-pyridyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,c69c68c2
perrin1242,c1ccc(-c2cccnc2)nc1,InChI=1S/C10H8N2/c1-2-7-12-10(5-1)9-4-3-6-11-8-9/h1-8H,pKaH1,4.42,20,"C=0.01 to 0.03, I=0.2 (KCl), ""mixed"" constants",E3bg,Approximate,K61,,,"pyridine, 2-(3-pyridyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,20+0.5,,IUPAC_large,,,36a3f7ef
perrin1243,c1ccc(-c2ccncc2)nc1,InChI=1S/C10H8N2/c1-2-6-12-10(3-1)9-4-7-11-8-5-9/h1-8H,pKaH1,4.77,20,"C=0.01 to 0.03, I=0.2 (KCl), ""mixed"" constants",E3bg,Approximate,K61,,,"pyridine, 2-(4-pyridyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,20+0.5,,IUPAC_large,,,87f062df
perrin1244,c1cncc(-c2cccnc2)c1,InChI=1S/C10H8N2/c1-3-9(7-11-5-1)10-4-2-6-12-8-10/h1-8H,pKaH1,4.6,20,"C=0.01 to 0.03, I=0.2 (KCl), ""mixed"" constants",E3bg,Approximate,K61,,,"pyridine, 3-(3-pyridyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,20+0.5,,IUPAC_large,,,fad9db01
perrin1245,c1cncc(-c2ccncc2)c1,InChI=1S/C10H8N2/c1-2-10(8-12-5-1)9-3-6-11-7-4-9/h1-8H,pKaH1,4.85,20,"C=0.01 to 0.03, I=0.2 (KCl), ""mixed"" constants",E3bg,Uncertain,K61,,,"pyridine, 3-(4-pyridyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,20+0.5,,IUPAC_large,,,1c8e2677
perrin1246,c1cc(-c2ccncc2)ccn1,InChI=1S/C10H8N2/c1-5-11-6-2-9(1)10-3-7-12-8-4-10/h1-8H,pKaH1,4.82,20,"C=0.01 to 0.03, I=0.2 (KCl), ""mixed"" constants",E3bg,Approximate,K61,,,"pyridine, 4-(4-pyridyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,2be1252a
perrin1247,c1ccc(CCN2CCCC2)nc1,"InChI=1S/C11H16N2/c1-2-7-12-11(5-1)6-10-13-8-3-4-9-13/h1-2,5,7H,3-4,6,8-10H2",pKaH1,9.39,25,"C=0.01, as dihydrobromide",E3dg,Uncertain,B14,,,"pyridine, 2-[2-(N-pyrrolidinyl)ethyl]-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,c02f533c
perrin1248,c1cncc(CCN2CCCC2)c1,"InChI=1S/C11H16N2/c1-2-8-13(7-1)9-5-11-4-3-6-12-10-11/h3-4,6,10H,1-2,5,7-9H2",pKaH1,9.28,25,"C=0.01, as dihydrobromide",E3dg,Uncertain,B14,,,"pyridine, 3-[2-(N-pyrrolidinyl)ethyl]-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,961589b0
perrin1249,c1cc(CCN2CCCC2)ccn1,"InChI=1S/C11H16N2/c1-2-9-13(8-1)10-5-11-3-6-12-7-4-11/h3-4,6-7H,1-2,5,8-10H2",pKaH1,9.27,25,"C=0.01, as dihydrobromide",E3dg,Uncertain,B14,,,"pyridine, 4-[2-(N-pyrrolidinyl)ethyl]-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,1382be54
perrin1250,c1ccc(CN2CCCC2)nc1,"InChI=1S/C10H14N2/c1-2-6-11-10(5-1)9-12-7-3-4-8-12/h1-2,5-6H,3-4,7-9H2",pKaH1,8.56,25,"C=0.01, as dihydrobromide",E3dg,Uncertain,B14,,,"pyridine, 2-(1-pyrrolidinylmethyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,aaf9da0b
perrin1251,c1cncc(CN2CCCC2)c1,"InChI=1S/C10H14N2/c1-2-7-12(6-1)9-10-4-3-5-11-8-10/h3-5,8H,1-2,6-7,9H2",pKaH1,8.36,25,"C=0.01, as dihydrobromide",E3dg,Uncertain,B14,,,"pyridine, 3-(1-pyrrolidinylmethyl)-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,,IUPAC_large,,,ddad6d9b
perrin1252,c1cc(CN2CCCC2)ccn1,"InChI=1S/C10H14N2/c1-2-8-12(7-1)9-10-3-5-11-6-4-10/h3-6H,1-2,7-9H2",pKaH1,8.16,25,"C=0.01, as dihydrobromide",E3dg,Uncertain,B14,,,"pyridine, 4-(1-pyrrolidinylmethyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,fe47e43c
perrin1253,C(=C/c1ccncc1)\c1ccccc1,InChI=1S/C13H11N/c1-2-4-12(5-3-1)6-7-13-8-10-14-11-9-13/h1-11H/b7-6+,pKaH1,5.92,not_stated,"In phosphate buffers, up to 2% in ethanol",O5,Uncertain,K4,,,"pyridine, trans-4-styryl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,2% in ethanol,IUPAC_large,,,9d63d52e
perrin1254,Nc1ccc(S(=O)(=O)Nc2cccnc2)cc1,"InChI=1S/C11H11N3O2S/c12-9-3-5-11(6-4-9)17(15,16)14-10-2-1-7-13-8-10/h1-8,14H,12H2",pKa1,7.89,,Corrected from 50% ethanol using calibration curve,E3bg,Uncertain,B47,,,"pyridine, 3-sulphanilamido-",['manual_inconsistent'],1.0,,perrin,,A,,50% ethanol,IUPAC_large,,,681e6a80
perrin1255,O=S(=O)(O)c1cccnc1,"InChI=1S/C5H5NO3S/c7-10(8,9)5-2-1-3-6-4-5/h1-4H,(H,7,8,9)",pKa1,2.9,24,C=0.04,E3bg,Approximate,J3,,,"pyridine, 3-sulpho-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,A,24+1,,IUPAC_large,,,c897b9a6
perrin1256,CC1=CCCCN1C,"InChI=1S/C7H13N/c1-7-5-3-4-6-8(7)2/h5H,3-4,6H2,1-2H3",pKaH1,11.38,25.5,C=0.02,E3dg,Approximate,A6,,,"pyridine, 1,4,5,6-tetrahydro-1,2-dimethyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,5fb4a30f
perrin1257,CC1=CCCCN1,"InChI=1S/C6H11N/c1-6-4-2-3-5-7-6/h4,7H,2-3,5H2,1H3",pKaH1,9.53,24,C=0.02,E3dg,Approximate,A6,," For pKs of tetra- and penta- methylpyridines in 10% ethanol at 15 deg. C, see ref. I1","pyridine, 1,4,5,6-tetrahydro-2-methyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,58640d30
perrin1258,Cc1cc(C)c(C)nc1C,"InChI=1S/C9H13N/c1-6-5-7(2)9(4)10-8(6)3/h5H,1-4H3",pKaH1,8.19,5.4,I between 0.0008 and 0.0057,E3bg,Approximate,E27,Thermodynamic quantities are derived from the results,,"pyridine, 2,3,5,6-tetramethyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,,IUPAC_large,,,6cc0c782
perrin1259,CNc1c(C)c(C)nc(C)c1C,"InChI=1S/C10H16N2/c1-6-8(3)12-9(4)7(2)10(6)11-5/h1-5H3,(H,11,12)",pKaH1,10.46,5.4,I between 0.0008 and 0.0057,E3bg,Approximate,E27,Thermodynamic quantities are derived from the results," For pKs of trimethylpyridines in 10% ethanol at 15 deg. C, see ref. I1","pyridine, 2,3,5,6-tetramethyl-4-methylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,cf11b593
perrin1260,Cc1cc(C)nc(C)c1,"InChI=1S/C8H11N/c1-6-4-7(2)9-8(3)5-6/h4-5H,1-3H3",pKaH1,7.43,25,C=0.005,E3bg,Approximate,G9,,,"pyridine, 2,4,6-trimethyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,,IUPAC_large,,,26379153
perrin1261,C=Cc1ccccn1,"InChI=1S/C7H7N/c1-2-7-5-3-4-6-8-7/h2-6H,1H2",pKaH1,4.98,25,C=0.01 and 0.02,E3dg,Approximate,L50,,,"pyridine, 2-vinyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,,IUPAC_large,,,adb44347
perrin1262,C=Cc1ccncc1,"InChI=1S/C7H7N/c1-2-7-3-5-8-6-4-7/h2-6H,1H2",pKaH1,5.62,25,"C=0.05 to 0.08, measured at 30+1 deg. C and corrected to 25 deg. C and zero ionic strength",E3bg,Uncertain,P39,,,"pyridine, 4-vinyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,,IUPAC_large,,,a03f39eb
perrin1263,CC(=O)N[n+]1cc([O-])c(C)c(-c2ccccc2)c1,"InChI=1S/C14H14N2O2/c1-10-13(12-6-4-3-5-7-12)8-16(9-14(10)18)15-11(2)17/h3-9H,1-2H3,(H-,15,17,18)",pKaH1,4.1,,Few details,E3dg,Uncertain,M55,,,1-Acetylamino-3-hydroxy-4-methyl-5-phenylpyridinium N-betaine,['manual_no_smiles'],1.0,,perrin,,AH,,,IUPAC_large,,,13c644db
perrin1264,Cc1c([O-])c[n+](N)cc1-c1ccccc1,"InChI=1S/C12H12N2O/c1-9-11(7-14(13)8-12(9)15)10-5-3-2-4-6-10/h2-8H,13H2,1H3",pKaH1,4.9,,Few details,E3bg,Uncertain,M55,,,1-Amino-3-hydroxy-4-methyl-5-phenylpyridinium betaine,['manual_no_smiles'],1.0,,perrin,,AH,,,IUPAC_large,,,f71af9c3
